rollout/ep_rew_mean,train/learning_rate,train/n_updates,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/loss,rollout/exploration_rate
86.07576542000002,0.0001,103574,414398,330,704,428.36,1254,0.39284515380859375,0.05
90.56503864000003,0.0001,104206,416928,330,708,437.56,1261,2.430032968521118,0.05
87.24949240999999,0.0001,104587,418449,330,712,423.68,1265,0.2846262454986572,0.05
82.59146486,0.0001,104883,419633,330,716,410.17,1268,0.2646046280860901,0.05
75.02401699,0.0001,105234,421037,331,720,407.8,1271,0.2433144599199295,0.05
73.30979311,0.0001,105610,422541,331,724,401.75,1275,0.44568365812301636,0.05
72.9349204,0.0001,105961,423948,331,728,380.19,1279,0.3235221207141876,0.05
70.07695169,0.0001,106580,426423,331,732,388.4,1286,0.2090710997581482,0.05
71.49401775,0.0001,107123,428596,331,736,389.85,1293,0.5382091999053955,0.05
69.74391699,0.0001,107544,430278,331,740,386.2,1297,0.6695407629013062,0.05
72.46523816999999,0.0001,107864,431558,331,744,388.14,1300,0.30902212858200073,0.05
68.1545948,0.0001,108324,433399,331,748,386.42,1306,0.22743608057498932,0.05
67.51996338,0.0001,108795,435283,332,752,389.8,1310,1.461634635925293,0.05
67.70571195,0.0001,108980,436022,332,756,381.16,1311,0.34691131114959717,0.05
67.4747491,0.0001,109503,438115,332,760,383.94,1317,0.3492942750453949,0.05
69.95755994,0.0001,110089,440460,332,764,392.99,1323,1.765028953552246,0.05
68.76903696000001,0.0001,110337,441449,333,768,393.67,1325,0.5424225926399231,0.05
70.24273595999999,0.0001,110610,442541,333,772,394.86,1327,0.2236199975013733,0.05
72.54302529,0.0001,110887,443650,333,776,396.55,1330,0.39957934617996216,0.05
66.66987411,0.0001,111245,445084,333,780,394.87,1333,0.2502368688583374,0.05
67.06300150000001,0.0001,111519,446177,334,784,392.96,1335,0.44673144817352295,0.05
66.39155808000001,0.0001,112040,448264,334,788,398.05,1341,0.22469377517700195,0.05
59.54416867000002,0.0001,112641,450668,334,792,410.47,1346,0.45312708616256714,0.05
58.40786746,0.0001,113318,453375,334,796,419.05,1354,0.360003262758255,0.05
57.918632210000006,0.0001,113578,454415,335,800,409.89,1355,0.22793635725975037,0.05
55.57180332000001,0.0001,114223,456995,335,804,425.97,1362,0.4343256950378418,0.05
49.122183240000005,0.0001,114513,458155,335,808,412.27,1364,0.14456132054328918,0.05
50.77162376999999,0.0001,115103,460513,336,812,420.64,1369,0.2773427367210388,0.05
51.63813816999999,0.0001,115399,461698,336,816,420.65,1371,0.3079627752304077,0.05
51.99620963999999,0.0001,115774,463198,336,820,421.61,1374,0.2607414424419403,0.05
47.98218440000001,0.0001,116300,465303,337,824,427.62,1380,0.2648818790912628,0.05
42.77379389000001,0.0001,116773,467196,337,828,432.48,1384,0.2630544900894165,0.05
36.41414323000001,0.0001,116969,467978,337,832,415.55,1385,1.2018011808395386,0.05
30.364546979999997,0.0001,117160,468742,338,836,401.46,1386,0.34060436487197876,0.05
26.04180452,0.0001,117468,469973,338,840,396.95,1388,0.15083105862140656,0.05
29.258087550000006,0.0001,117815,471363,338,844,398.05,1391,0.710976779460907,0.05
28.05498807,0.0001,118101,472508,339,848,391.09,1393,0.4821990728378296,0.05
29.79135629,0.0001,118659,474740,339,852,394.57,1398,0.20956780016422272,0.05
31.647567789999997,0.0001,118937,475850,339,856,398.28,1400,0.26012516021728516,0.05
27.394764370000004,0.0001,119407,477731,340,860,396.16,1404,0.23252706229686737,0.05
20.569965240000002,0.0001,119878,479613,340,864,391.53,1408,2.383701801300049,0.05
20.925859830000004,0.0001,120317,481370,340,868,399.21,1413,0.38895469903945923,0.05
19.688396170000004,0.0001,120917,483772,341,872,412.31,1418,0.2580884099006653,0.05
18.3007835,0.0001,121462,485951,341,876,423.01,1424,1.420353651046753,0.05
12.695754700000002,0.0001,121894,487680,341,880,425.96,1428,0.20014899969100952,0.05
5.568921070000003,0.0001,122091,488468,341,884,422.91,1429,0.23781855404376984,0.05
-0.38343466999999765,0.0001,122307,489330,342,888,410.66,1430,0.23771649599075317,0.05
-1.752053989999999,0.0001,122523,490196,342,892,395.28,1432,0.9320276975631714,0.05
2.2734075900000006,0.0001,122726,491008,342,896,376.33,1433,0.2695348858833313,0.05
-3.3202823699999975,0.0001,123149,492698,342,900,382.83,1437,0.31006863713264465,0.05
-1.3400013599999978,0.0001,123501,494105,343,904,371.1,1440,0.23520928621292114,0.05
-2.8554742799999993,0.0001,123663,494754,343,908,365.99,1441,0.7288227677345276,0.05
-8.5689226,0.0001,123975,496002,343,912,354.89,1443,0.2658253610134125,0.05
-16.007080859999995,0.0001,124333,497435,343,916,357.37,1446,0.2857995927333832,0.05
-20.625884489999997,0.0001,124701,498905,343,920,357.07,1450,0.37361985445022583,0.05
