rollout/exploration_rate,rollout/ep_len_mean,train/loss,time/episodes,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,time/time_elapsed,train/learning_rate,time/fps
0.05,831.82,4.1520233154296875,1276,-56.79757430000001,315476,78843,574,0.0001,549
0.05,841.28,0.04526186361908913,1280,-56.373133849999995,318786,79671,581,0.0001,548
0.05,844.91,0.14846758544445038,1284,-57.29715766,322314,80553,589,0.0001,546
0.05,831.72,0.7734165191650391,1288,-60.25830468000001,324995,81223,594,0.0001,546
0.05,824.26,0.004164690151810646,1292,-56.27054995999999,327428,81831,600,0.0001,545
0.05,831.76,0.6038308143615723,1296,-56.5264348,331378,82819,608,0.0001,544
0.05,823.37,0.043616537004709244,1300,-56.76670354000001,334474,83593,615,0.0001,542
0.05,812.89,0.07446898519992828,1304,-54.38429411999999,336703,84150,620,0.0001,542
0.05,796.81,3.292600631713867,1308,-56.295714219999994,338214,84528,623,0.0001,542
0.05,790.3,0.3137047588825226,1312,-56.56933196999999,341563,85365,630,0.0001,541
0.05,789.66,1.7110719680786133,1316,-59.00732701,343959,85964,635,0.0001,541
0.05,789.45,0.09126411378383636,1320,-63.43801063999999,347171,86767,642,0.0001,540
0.05,785.97,3.5453901290893555,1324,-65.15875587,350018,87479,648,0.0001,539
0.05,764.26,0.008147112093865871,1328,-62.553205099999985,351847,87936,651,0.0001,539
0.05,768.56,1.4014501571655273,1332,-66.38976693999999,354863,88690,658,0.0001,538
0.05,765.75,0.9056396484375,1336,-64.88627801999999,358582,89620,666,0.0001,538
0.05,773.72,0.35776981711387634,1340,-64.45144907,362582,90620,676,0.0001,535
0.05,776.08,0.058398209512233734,1344,-67.4201099,366011,91477,684,0.0001,534
0.05,772.66,10.863439559936523,1348,-70.4674164,368960,92214,691,0.0001,533
0.05,777.42,13.662590026855469,1352,-70.02756517,372939,93209,700,0.0001,532
0.05,792.59,0.0016093985177576542,1356,-70.7557548,376410,94077,709,0.0001,530
0.05,785.12,1.0129995346069336,1360,-71.97688163000001,378877,94694,714,0.0001,530
0.05,764.94,0.07843685895204544,1364,-73.40004189,380433,95083,717,0.0001,530
0.05,766.0,0.03234385326504707,1368,-74.09575817999999,384433,96083,726,0.0001,529
0.05,766.5,0.1814621239900589,1372,-71.63797473,388433,97083,734,0.0001,528
0.05,769.57,1.5256567001342773,1376,-71.78565953,392433,98083,746,0.0001,526
0.05,774.99,0.5942598581314087,1380,-71.99859721000001,396285,99046,755,0.0001,524
0.05,774.74,1.157251238822937,1384,-73.39530374999998,399788,99921,763,0.0001,523
0.05,787.39,0.7692079544067383,1388,-71.68062214999998,403734,100908,773,0.0001,521
0.05,803.01,0.8586173057556152,1392,-76.82091467000001,407729,101907,783,0.0001,520
0.05,803.51,0.34046146273612976,1396,-76.73769459,411729,102907,794,0.0001,518
0.05,812.55,1.4435536861419678,1400,-75.12229621,415729,103907,804,0.0001,516
0.05,825.89,3.382692337036133,1404,-78.17787049999998,419292,104797,813,0.0001,515
0.05,850.78,0.1278802901506424,1408,-76.22111543,423292,105797,823,0.0001,514
0.05,857.29,1.0014727115631104,1412,-74.39522347,427292,106797,833,0.0001,512
0.05,872.12,0.0021802419796586037,1416,-69.53367401999999,431171,107767,842,0.0001,511
0.05,880.0,0.5048952102661133,1420,-66.6497776,435171,108767,852,0.0001,510
0.05,891.53,0.4407289922237396,1424,-65.05331467,439171,109767,862,0.0001,509
0.05,913.24,0.19199879467487335,1428,-68.81741145,443171,110767,872,0.0001,508
0.05,923.08,0.00043567927787080407,1432,-66.92272846,447171,111767,881,0.0001,507
0.05,925.89,2.261631488800049,1436,-69.42563752,451171,112767,890,0.0001,506
0.05,925.89,0.15598152577877045,1440,-69.83636132000001,455171,113767,900,0.0001,505
0.05,931.6,0.00801158044487238,1444,-68.17749769000001,459171,114767,909,0.0001,504
0.05,942.11,1.375414252281189,1448,-65.85210038,463171,115767,919,0.0001,503
0.05,942.32,0.021858565509319305,1452,-64.73103119000001,467171,116767,928,0.0001,503
0.05,947.61,0.00016129064897540957,1456,-65.66744234,471171,117767,939,0.0001,501
0.05,962.94,0.35163989663124084,1460,-65.63256921,475171,118767,947,0.0001,501
0.05,987.38,0.7000417709350586,1464,-64.04938609999999,479171,119767,956,0.0001,500
0.05,987.38,0.7997336387634277,1468,-66.06115745000001,483171,120767,966,0.0001,499
0.05,987.38,0.16473491489887238,1472,-66.21958189,487171,121767,976,0.0001,498
0.05,987.38,0.2553723156452179,1476,-67.17064297,491171,122767,986,0.0001,497
0.05,988.86,0.020086076110601425,1480,-69.02368409,495171,123767,994,0.0001,497
0.05,993.83,0.7527322769165039,1484,-68.83396737,499171,124767,1004,0.0001,497
