time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/clip_range,train/std,train/value_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss
432128,9782,-51.35916059,211,44,821.85,-0.0001965317118447274,2100,0.0002,0.0030162805,0.2,0.6397073268890381,11.181021659076213,0.01142578125,0.6436759531497955,-2.8683798126876354,8.486804962158203
434176,9823,-49.824823929999994,212,44,828.04,-0.004501181817613542,2110,0.0002,0.006326024,0.2,0.6372498273849487,9.947347448766232,0.067138671875,0.5362376272678375,-2.8633297525346277,1.8391196727752686
436224,9865,-53.14791427,213,44,825.44,0.0012477064417907968,2120,0.0002,0.00846265,0.2,0.6367828845977783,1.797717150230892,0.097998046875,0.7407771050930023,-2.859458001703024,0.5717135071754456
438272,9906,-54.77165486999999,214,44,816.91,-0.001982077633147128,2130,0.0002,0.0060395654,0.2,0.6357292532920837,24.140607695281506,0.074072265625,0.7211160361766815,-2.8542509749531746,6.422123908996582
440320,9949,-55.10852496,215,44,820.77,-0.003157725985511206,2140,0.0002,0.006131742,0.2,0.6335493326187134,12.887190605700017,0.028662109375,0.8818050473928452,-2.8455631896853446,2.63118314743042
442368,9992,-55.01790793999999,216,44,814.86,-0.0018610857092426158,2150,0.0002,0.005432224,0.2,0.6352614760398865,13.25677410364151,0.031201171875,0.8062997609376907,-2.8451973594725133,3.038780450820923
444416,10029,-54.827578759999994,217,44,807.54,-0.0016025737510062753,2160,0.0002,0.00687771,0.2,0.63680100440979,11.53621835783124,0.03515625,0.8810608983039856,-2.851617693901062,4.492613315582275
446464,10066,-53.546764839999994,218,44,814.31,-0.0020680890127550812,2170,0.0002,0.005014997,0.2,0.6357247233390808,31.753976803645493,0.063427734375,0.8620175719261169,-2.852322891354561,8.452476501464844
448512,10104,-51.752726089999996,219,44,816.7,-0.0013219927684986032,2180,0.0002,0.0055576977,0.2,0.636110246181488,6.187795409187674,0.06630859375,0.7676577568054199,-2.8494787886738777,0.6474051475524902
450560,10143,-52.135502349999996,220,44,809.25,-0.0035122578803566283,2190,0.0002,0.0062022326,0.2,0.6351909041404724,53.182144701480865,0.057421875,0.12074828147888184,-2.847657036036253,15.401493072509766
452608,10181,-53.39808348999999,221,44,803.47,-0.0013668234081706033,2200,0.0002,0.0045005055,0.2,0.6357163786888123,16.473967614769936,0.043603515625,0.8408149033784866,-2.8471693970263003,4.193982124328613
454656,10219,-54.16141066,222,44,797.56,-0.004060401044262108,2210,0.0002,0.0068396633,0.2,0.6359913349151611,23.432776929438113,0.04853515625,0.8370257019996643,-2.8466345511376856,12.392057418823242
456704,10256,-55.39257622000001,223,44,805.24,-0.0011186822957824916,2220,0.0002,0.0069192518,0.2,0.6366823315620422,16.005555963516237,0.0376953125,0.8744969069957733,-2.8506647080183027,10.82248592376709
458752,10294,-54.46475326000001,224,44,809.06,-0.0034696929578785785,2230,0.0002,0.0043332735,0.2,0.6365134119987488,15.056641944590956,0.09892578125,0.8866590410470963,-2.8500295214354994,2.561739683151245
460800,10333,-53.37311711,225,44,816.9,0.0002612141543067992,2240,0.0002,0.0039516278,0.2,0.6355118155479431,2.3168182145804166,0.090380859375,0.750584065914154,-2.845297185331583,0.42887577414512634
462848,10372,-52.95898872000001,226,44,816.7,-0.0008918021223507822,2250,0.0002,0.006638852,0.2,0.6356155276298523,4.3394379783421755,0.052734375,0.5199183821678162,-2.8432052932679652,1.2103465795516968
464896,10411,-52.13718386000001,227,44,816.7,-0.0007274532792507671,2260,0.0002,0.0035605049,0.2,0.6346749663352966,23.188814842700957,0.0052734375,0.8134305626153946,-2.8399689480662347,8.016661643981934
466944,10449,-51.4086885,228,44,817.99,-0.0004130102155613713,2270,0.0002,0.00210366,0.2,0.6357572674751282,4.940912768244743,0.030322265625,0.8165706992149353,-2.8380092337727545,2.384639263153076
468992,10487,-48.85896587,229,44,830.5,-0.002159450469480362,2280,0.0002,0.006321911,0.2,0.6364753246307373,8.697426029294729,0.052294921875,0.9068399295210838,-2.842568388581276,4.019049644470215
471040,10526,-50.454947730000015,230,44,831.0,-0.0012839557792176492,2290,0.0002,0.007364422,0.2,0.6322863698005676,5.9001489812508225,0.058251953125,0.8120249360799789,-2.836696188151836,2.450881242752075
473088,10564,-50.636041600000006,231,44,838.81,-0.0005081652197986841,2300,0.0002,0.0043466054,0.2,0.6304017901420593,18.433461747318507,0.032275390625,0.762388288974762,-2.82135523930192,9.005534172058105
475136,10602,-49.68504112000001,232,44,846.85,-0.00015705339901614935,2310,0.0002,0.0058450466,0.2,0.6321098804473877,14.263031172752381,0.0376953125,0.6403661370277405,-2.819468901306391,3.189237117767334
477184,10639,-49.21851835,233,44,849.11,0.0005802677842439152,2320,0.0002,0.0037429468,0.2,0.6309444308280945,14.53835210762918,0.03408203125,0.3987003564834595,-2.8238588884472846,6.234361171722412
479232,10676,-50.674595119999985,234,44,857.17,0.0001878100127214566,2330,0.0002,0.0051074354,0.2,0.6269442439079285,9.946660300530493,0.035107421875,0.7521519511938095,-2.813907392323017,8.072477340698242
481280,10714,-51.16930399999999,235,44,857.17,-0.002242856907832902,2340,0.0002,0.007075456,0.2,0.6267315745353699,2.748561451071873,0.14072265625,0.8696513921022415,-2.7959598019719123,0.3529580533504486
483328,10752,-51.10155074,236,44,857.17,-0.0034549931158835536,2350,0.0002,0.008397304,0.2,0.625725507736206,3.6666832669638096,0.093994140625,0.8737726211547852,-2.795087085664272,2.579240083694458
485376,10791,-50.057191970000005,237,44,857.17,0.0020277588424505665,2360,0.0002,0.007330126,0.2,0.6189975738525391,0.8764286689518486,0.1349609375,0.8614412695169449,-2.7780569195747375,0.10492013394832611
487424,10829,-50.18001129999999,238,45,857.17,0.0002035321114817634,2370,0.0002,0.002184385,0.2,0.6187736392021179,4.1319651529192924,0.004541015625,0.5901424288749695,-2.758034084737301,1.895461916923523
489472,10866,-49.42546505,239,45,857.17,-0.0034897323756013067,2380,0.0002,0.005985139,0.2,0.6160926222801208,4.145267282798886,0.06162109375,0.6996420621871948,-2.7486132375895975,0.7244720458984375
491520,10904,-48.69667749,240,45,857.17,-0.0003464757843175903,2390,0.0002,0.0012313674,0.2,0.6151799559593201,2.84410021584481,0.031103515625,0.8320872932672501,-2.7366903841495516,0.44515493512153625
493568,10942,-47.06758118999999,241,45,862.37,-0.0018784605868859216,2400,0.0002,0.006098436,0.2,0.6158530712127686,9.517575657367706,0.026953125,0.6037409007549286,-2.7348728731274603,6.148919582366943
495616,10979,-49.16748117000001,242,45,868.92,0.0004671109316404909,2410,0.0002,0.008031524,0.2,0.6145185232162476,1.6034945532795972,0.06357421875,0.8018335402011871,-2.7376810669898988,0.1517244577407837
497664,11017,-49.33537464,243,45,868.92,-0.0033956101746298374,2420,0.0002,0.005738672,0.2,0.6105555891990662,2.0708925163373353,0.07138671875,0.7650162279605865,-2.729605157673359,0.6775265336036682
499712,11054,-49.702154879999995,244,45,860.94,-0.0074684331542812284,2430,0.0002,0.0068286564,0.2,0.6108913421630859,2.349010234698653,0.10703125,0.8491517752408981,-2.7184091091156004,0.3720361590385437
501760,11091,-50.54956758,245,45,852.39,-0.006657712426385842,2440,0.0002,0.0038844114,0.2,0.6097010374069214,37.77037030011415,0.035400390625,0.6531420648097992,-2.7178757689893245,10.52459716796875
503808,11127,-50.60310450000001,246,45,852.39,-0.003251968216500245,2450,0.0002,0.006060872,0.2,0.6103699803352356,61.05795728564262,0.050390625,0.5644432008266449,-2.717498557269573,14.645600318908691
505856,11164,-47.56262633,247,45,864.02,-0.002410191865055822,2460,0.0002,0.007830258,0.2,0.6089980006217957,6.843947765231133,0.06416015625,0.7039367854595184,-2.7145183250308036,3.879685878753662
507904,11202,-48.36547394000001,248,45,857.24,-0.0031926385054248385,2470,0.0002,0.0061195996,0.2,0.6080433130264282,15.260726784914732,0.05654296875,0.7355837821960449,-2.7080237962305547,8.634407043457031
509952,11238,-47.38914315000001,249,45,846.43,-0.0034004232787992806,2480,0.0002,0.0055767,0.2,0.6090642213821411,27.13798123002052,0.015673828125,0.7597303092479706,-2.7071886256337168,10.909628868103027
512000,11275,-48.624107030000005,250,45,853.63,-0.005572404003760312,2490,0.0002,0.008784163,0.2,0.607763946056366,23.909687200188635,0.06630859375,0.835536316037178,-2.706667199730873,5.010161399841309
514048,11312,-48.17356345,251,45,858.45,-0.0013401483302004635,2500,0.0002,0.008909587,0.2,0.6069203615188599,11.46844008937478,0.063134765625,0.7873924821615219,-2.701165949553251,3.820859432220459
516096,11350,-49.33467636,252,45,858.45,-0.0014278550210292452,2510,0.0002,0.0045163315,0.2,0.6078585386276245,3.293125485256314,0.0951171875,0.7541884183883667,-2.701515228301287,0.7701702117919922
518144,11388,-50.89641000999999,253,45,857.05,-0.00020741443149745463,2520,0.0002,0.009929141,0.2,0.6078921556472778,1.7588223690167069,0.126708984375,0.8782670497894287,-2.7105466835200787,0.5432192087173462
520192,11425,-50.50230276,254,45,836.0,-0.0033368106785928832,2530,0.0002,0.008169046,0.2,0.6067628264427185,21.103484948724507,0.03974609375,0.8310650885105133,-2.7104946851730345,3.289989709854126
522240,11462,-52.259808930000005,255,45,831.67,-0.0025699858204461636,2540,0.0002,0.0055596484,0.2,0.6068545579910278,48.88190429806709,0.034814453125,0.8734839856624603,-2.709164085239172,8.295051574707031
524288,11499,-51.78291651000001,256,45,832.11,-0.0025725656814756803,2550,0.0002,0.0049765273,0.2,0.6068194508552551,45.797998514771464,0.026123046875,0.8969671577215195,-2.707788413017988,14.992236137390137
526336,11535,-52.633009429999994,257,45,831.49,-0.002145794962416403,2560,0.0002,0.008059459,0.2,0.6085563898086548,3.8062370740808547,0.085986328125,0.8412608504295349,-2.7122095830738546,0.4324834942817688
528384,11572,-52.30897767999999,258,45,834.15,-0.001603601845272351,2570,0.0002,0.0056807576,0.2,0.6082849502563477,28.389792101085185,0.03359375,0.9261758252978325,-2.717510145902634,15.96420955657959
530432,11610,-51.50640443999999,259,45,841.85,-0.004257828518166207,2580,0.0002,0.008549107,0.2,0.6070606112480164,26.578635627031325,0.0744140625,0.8630431294441223,-2.710743111371994,3.9068286418914795
532480,11649,-51.14653021999999,260,45,841.85,-0.003963305367506109,2590,0.0002,0.008394256,0.2,0.6069044470787048,11.6429264113307,0.05087890625,0.7258273065090179,-2.7055455908179282,4.790587902069092
534528,11688,-51.293446659999994,261,45,849.3,-0.0015070429231855086,2600,0.0002,0.0046352004,0.2,0.6098847389221191,12.815990836918354,0.0384765625,0.4571876525878906,-2.7143050812184812,3.590036630630493
536576,11724,-50.63006962999999,262,45,857.12,-0.001171925725066103,2610,0.0002,0.011883922,0.2,0.6105005145072937,4.283486298471689,0.066552734375,0.6533800959587097,-2.725232094526291,2.0256192684173584
538624,11762,-52.53870172,263,45,857.12,-0.0003216173485270701,2620,0.0002,0.0041884063,0.2,0.611229658126831,4.84432481341064,0.036474609375,0.7509831488132477,-2.7277104035019875,2.013991117477417
540672,11798,-51.993521869999995,264,45,857.51,-0.0016391135344747455,2630,0.0002,0.007269203,0.2,0.6112174987792969,2.1819850843399764,0.07587890625,0.6863706707954407,-2.7292959548532965,0.3716229796409607
542720,11833,-52.66991744,265,45,853.0,0.0005396432592533529,2640,0.0002,0.0005006117,0.2,0.6121597290039062,43.823993656039235,0.0046875,0.8585317432880402,-2.7346861332654955,71.14523315429688
544768,11868,-52.14369965,266,45,845.41,-0.00010667825699783862,2650,0.0002,6.347921e-05,0.2,0.6121777296066284,34.04485389888286,0.0,0.8714950680732727,-2.735479290783405,11.14177417755127
546816,11904,-51.93832656999999,267,45,845.61,-0.0016808540836791507,2660,0.0002,0.0047031348,0.2,0.6120326519012451,32.90257115960121,0.00546875,0.8526831567287445,-2.734732549637556,8.465670585632324
548864,11939,-52.77008848,268,45,845.28,-0.004180886116228066,2670,0.0002,0.005235199,0.2,0.6098040342330933,8.455560675263404,0.048828125,0.8399909734725952,-2.7286226004362106,2.636671304702759
550912,11975,-52.460319049999995,269,46,845.28,-0.0029998750251252204,2680,0.0002,0.0063274154,0.2,0.6073627471923828,20.711757831275463,0.071923828125,0.935684822499752,-2.7164969094097615,21.366758346557617
552960,12011,-52.40365510999999,270,46,849.63,-0.0017341819213470445,2690,0.0002,0.0015750565,0.2,0.606188178062439,12.301375070214272,0.040380859375,0.6372753083705902,-2.70464751124382,4.972505569458008
555008,12047,-51.81373430999998,271,46,850.3,-0.0032606449065497147,2700,0.0002,0.0050681354,0.2,0.6030582189559937,6.926147913187743,0.055615234375,0.8058644086122513,-2.6952823661267757,1.7329126596450806
557056,12081,-50.43543603,272,46,857.1,-0.0010830662911757826,2710,0.0002,0.009590351,0.2,0.6032805442810059,3.3566110406070946,0.074365234375,0.8701591193675995,-2.6850164718925953,1.3353321552276611
559104,12117,-50.28804121000001,273,46,857.1,0.00022959451016504317,2720,0.0002,0.008004605,0.2,0.6016938090324402,3.0705728294327854,0.04052734375,0.9026834294199944,-2.6757543966174127,1.9129672050476074
561152,12152,-50.111261000000006,274,46,857.1,-0.003951199224684387,2730,0.0002,0.005216277,0.2,0.600151777267456,5.822481241822243,0.06611328125,0.7199828028678894,-2.6694382786750794,3.2149364948272705
563200,12187,-49.79933033000001,275,46,864.55,-0.002967248801724054,2740,0.0002,0.008641953,0.2,0.5980544090270996,11.878123210370541,0.07412109375,0.8636358678340912,-2.6596614181995393,4.516343116760254
565248,12222,-49.46166478000001,276,46,864.55,-1.0996272612828761e-05,2750,0.0002,0.0043187374,0.2,0.5992846488952637,3.671318718791008,0.03095703125,0.6790023744106293,-2.6548884131014345,0.7010520100593567
567296,12257,-49.08557983000001,277,46,864.55,0.0001292763277888298,2760,0.0002,0.0033605124,0.2,0.6028420925140381,4.021337022632361,0.02607421875,0.7533209025859833,-2.6641879223287104,2.641733407974243
569344,12292,-48.16660419,278,46,864.55,-0.0004379781836178154,2770,0.0002,0.004342815,0.2,0.6010246276855469,3.665606026351452,0.052294921875,0.7180822491645813,-2.6683694198727608,1.501321792602539
571392,12329,-47.50444178000001,279,46,864.55,-0.0010189990076469257,2780,0.0002,0.0037130672,0.2,0.6001783609390259,2.815088674426079,0.043701171875,0.670509934425354,-2.6609995648264886,0.9806830286979675
573440,12365,-46.84894137000001,280,46,864.55,-0.0018109007243765519,2790,0.0002,0.0039924867,0.2,0.5967806577682495,8.425585346668958,0.023828125,0.7176430225372314,-2.654430536925793,3.8284921646118164
575488,12400,-47.64624377000001,281,46,859.93,-0.0006959764665225521,2800,0.0002,0.007682817,0.2,0.5927233099937439,2.2484712027013303,0.051953125,0.8452179282903671,-2.6332435466349127,0.3341951370239258
577536,12437,-47.21267009,282,46,859.93,-0.002259448553377297,2810,0.0002,0.010990635,0.2,0.5890765190124512,5.546627218089998,0.059716796875,0.7893864512443542,-2.6159234024584292,5.290220260620117
579584,12472,-49.33560896000001,283,46,846.79,-0.0036648690700531008,2820,0.0002,0.0052948967,0.2,0.5861852169036865,3.3540012599900364,0.049169921875,0.8186565488576889,-2.5970658257603647,0.8888033628463745
581632,12507,-50.0172633,284,46,834.99,-0.0035787075525149704,2830,0.0002,0.0059251124,0.2,0.586153507232666,35.67000110149384,0.048876953125,0.8941728472709656,-2.5903598569333552,7.569323539733887
583680,12541,-49.55976654,285,46,842.73,-0.0011822405576822348,2840,0.0002,0.0040112995,0.2,0.5859353542327881,30.709466920793055,0.008056640625,0.8625158369541168,-2.589022894203663,6.980319023132324
585728,12576,-48.95754605,286,46,849.86,-0.0025607793984818274,2850,0.0002,0.0035640264,0.2,0.5844069719314575,21.554013249278068,0.049951171875,0.6655354499816895,-2.585135465860367,7.055290222167969
587776,12611,-49.99259799999999,287,46,844.16,-0.003310627126484178,2860,0.0002,0.00485624,0.2,0.58524489402771,12.621340635418893,0.029248046875,0.8936919867992401,-2.5835046850144865,16.283796310424805
589824,12646,-50.887177439999995,288,46,844.16,-0.003710375932860188,2870,0.0002,0.0068257344,0.2,0.5855599641799927,32.59958968013525,0.064697265625,0.8932991549372673,-2.5871346786618235,4.767895221710205
591872,12682,-50.29299804,289,46,851.12,-0.0007569991372292862,2880,0.0002,0.006102729,0.2,0.5862033367156982,9.925125288963319,0.052685546875,0.4847185015678406,-2.589658460766077,5.125102519989014
593920,12717,-48.69000188,290,46,858.13,0.00037385768082458525,2890,0.0002,0.0021662966,0.2,0.5866888761520386,6.483745722472667,0.0357421875,0.43406838178634644,-2.5929883882403373,1.9060004949569702
595968,12752,-48.47746765,291,46,865.26,-0.0001222085760673508,2900,0.0002,0.0064643333,0.2,0.581275224685669,5.704410852491856,0.0541015625,0.46178656816482544,-2.576306401193142,1.6716599464416504
598016,12787,-47.37494701,292,46,871.73,-0.0006516362394904718,2910,0.0002,0.004098965,0.2,0.5822960138320923,6.45433686748147,0.046240234375,0.5801713764667511,-2.5659051083028315,4.107173919677734
600064,12820,-47.391626939999995,293,46,871.73,-0.00022278000542428345,2920,0.0002,0.0055240467,0.2,0.574491024017334,1.5153169620782136,0.048388671875,0.6748852431774139,-2.551237641274929,0.28758594393730164
